tweet || sentiment
"هل هناك تجهيز لزيارة الديوان من بعض الناس كالعـادة؟ مبروك للنساء الذين فعلا بحاجة ماسة للقرار، مبروك للي يوقفون في الشارع كل يوم وتجد ضعفاء النفوس يتسابقون يطلعونها || yes			
هنا مواكبة الشركات للمتغيرات التي تحدث في المجتمع! فرص كبيرة لأسواق المملكة ستفتح بعد قرار نبارك للمملكة   || yes			
"هناك اطفال عجزوا عن ""الذهاب للمدرسة"" بسبب مالديهم سوى امٌ واخت ، وأبٌ قد وهن العظم منهُ واشتعل رأسهُ شيباً فـعجز عنهم! بختصار افضل حل لأصحاب العقول المتيبسة تجاهلها لو بنسمع كلامهم كان حتى الان الراديو حرام  || yes		
هناك حالات انسانيه كثيره مستفيده قرار ممتاز شكرا للملك سلمان  || yes			
هنيئاً للمرأة السعودية  وهنيئاً لها ألف مرة تواجدها في ظل هنيءً لنا بقيادة لاتقبل على شعبهاان يكون متخلفاً عن بقية الشعوب مالم يكن في مقدمتهم. شكراًسيدي/سلمان شكراًسيدي/محمد  || yes			
هوشة المراهق مع خواته حول قيادة المرأة للسيارة  912819900804206592 … قرارتاريخي فاصل في حياة المرأة السعوديه بيغير بحياتهاالكثيير والله حيخلدفالتاريخ لحضة مجدوفخر لمن اسمع واشوف هالأخبار بعض الناس اذا سالته عن تغريداته القديمة عن قيادة المرأة  || yes			
و الله مبسوووووووووطين عضلات وجهي توعجني من كتر الفرحة و الضحك مو طبيعي الطقطقه اللي بالهشتاقات مجانين انتوا . || yes			
"وبس كذا شخطة قلم وهاشتاق وخلصنا ، طيب وسنين النضال والهواش والنقاشات بالمجالس والمبايض || yes		
وبعدها نزيد تطور ان نصل الى أفضل مراح لوأفضل الدول في 2030 تحت ظل حكومة وعارفة مصلحة شعبها اللي من مصلحتها انا متفائل ودي أشوف رأي الفوزان في هل مازال عند رأيه إن القرار يعني السماح للمرأة بمقابلة عشيقها ? هو مايريدونه وهو سبب رفض قيادة المرأه من الاساس من قبل المجتمع || yes			
"وجود المرأه خلف المقود وقيادتها حلال (لمجرد القياده) غصب على المتشدد، لكن تبقى مشكلة التحرش وهنا يستلزم قانون صارم || yes			
الحمدلله الذي اعزني بسيارتي عن العماله ومن شاكلهم من الرجال واستغنينا عن الخلوه بهم ومن التحرش والخوف من نظراتهم فين جماعة لن تقودي وسمعيني صياحك !!!  || yes			
الي بيحكي السعودية نحو العلمانية.. عقولكم عبارة عن كنادر قديمة.. الناس وصلت القمر وانتوا معترضين مرأة تسوق!! تفو الوعد بكرا يابنات هههههههههههههههههههههههههههههههههههه اتقوا شري لاسقت (:   || yes			
"تنويه: المرأة السعودية ستقود سيارتها بجوار أبيها، أخيها،جارها، ابن وطنها، تحت مضلّة قانون يحفظ لها حقها كاملاً  || yes			
القياده تفرح بها المحتاجه لظروفها وتلبية احتياجتها لعل في الامر خير وهنا يكون بشروط واثبات الظروف ومعايير محدده  || yes			
مبروك لكل النساء قرر عظيم من ملك اعظم واقول لكل صحونجي موت بقهرك ي عدو الإسلام  || yes			
شي ايجابي : قاعده اتخيل الطريق كله الوان سيارات تفتح النفس  || yes			
الحمدالله واخيرنا بنسوق انا بنتظر كل خواتي وصديقاتي ياخذون سياراتهم بعدها انا علئ شان ماحد يقلدني ياجماعة ترا لازم نبدأ نتعلم اسماء الاشياء اللي داخل السيارة  || yes			
قرار أصبح من متطلبات الحياة وخاصة لبعض النساء اللاتي لايجدن سوى سائق أجنبي أجبرهن المنع ليكون أحد مكونات الاسرة! والله عاد عجبكم ولا ماعجبكم مامع المتحمد الا عشاه وهذي اوامر ملكيه تمشي على الجميع وبشروط وضوابط ولافيه تسيب.  || yes			
سيارتي ترتجف وهي واقفه امانه يابنات شسوي كنترول كرر (قريباً شريط قناة بدايه) اللي قبل كم سنه يصيحون مايبون يسوقون هم اول من بياخذ قرص عشان تشتري سياره هنالك ارامل ومطلقات وأطفال في أمس الحاجة له.. هن جزء مهم من المجتمع وأنتصر لهن سلمان بن عبدالعزيز ((وَقَرْنَ فِي بُيُوتِكُنَّ وَلَا تَبَرَّجْنَ تَبَرُّجَ الْجَاهِلِيَّةِ الْأُولَىٰ ۖ ))  || yes			
ساستمتع بالجلوس بجانب ابنتي وهي تقود بي السيارة فى شوارع الرياض حتي يطمئن قلبي من قيادتها للسيارة بكل مهارة  || yes			
الشي دائما في بداية صعب ولكن سيتعود عليه الناس ويصبح امر طبيعي جدا . OuB عروض   || yes			
منو قدكم ي الحريم الحين تسوقين السياره اكثر وحده مستانسه الي ساكنه بالريض وجده  || yes			
قرار جدا متسرع الان مو الوقت المناسب ياريت لو يطبق في المدن الصغيره تدريجيا الى الكبيره  || no			
بعد هذا القرار التأريخي يحق للمرآه أن تمتلك اربع سيارات بدل الواحده ... وبأسمها ... ومن حقها طبعااا  || yes			
الله و كملت للرجال الحياة بتصير لهم فندق خمس نجوم المرأة الان تتحمل كامل المسؤوليه هو يجي بس يأكل وينام اللهم ارحم عبدك نايف بن عبدالعزيز واجعل ماقاله شاهداً له.   || no			
لاتعليق انا للحين بصدمه من هالخبر ودي اقول للسواق جيب المفتاح .. هيا انقلع  || yes			
قرار حكيم شكرا وأطال الله في عمرك قرار جدا صائب قريبا جدا سوف يتم تسفير أكثر من 2 مليون سائق اجنبي  || yes			
"قرار جريئ لنقله نوعيه في المجتمع السعودي يحتاج وقفة شعب واعي وناضج ،،  || yes		
"غيره على قيادتها للسياره ، لكن خلوتها بالسائق عادي ،، الله يرفع عنكم و يهديكم هو هذا اللي احبّه هو هذا اللي ابيه   || yes			
كل اللي حاربونا بالفترة الماضية لا تفكرون توقفون بطريق حقوقنا مره ثانية لأن بالأخير بتنبطحون بطحة تاريخية عُلم ؟!   || yes			
البعض يرى أن قيادة المرأة ذهاب شرفها وأنه المفصل بين الحق والباطل وماعلم أنه يتهم كل شريفة تقود سيارتها في العالم  || yes			
اخييراً بنسوق اخيراً اقدر اطلع واروح زي ما ابي ااخيراً اقدر اطلع مع حبيبي بدون ما اقعد ساعه اخطط كيف اصرف اهلي القرار مايخصك يخص السعوديين اما اشكالك الي تحشر خشمها وتتلزق فينا برا الموضوع لأنك سواق تريله فهمت ياباكستاني الكهنة في حرج .  || yes			
حلو تسهلت من ناحية الحكومه اللحين بس باقي احسب كم سنه ضوئيه عشان ابوي يوافق واسوق   || yes			
بنظري قرار خاطئ جدا صدق القزمات كيف راح يسوقون ??   || no			
ستعتدل النظرة ويعم الاتزان إن شاء الله ويكون الحكم على الإنسان بخلقه وتدينه لا بقيادة نسائه للسيارة من عدمها  || yes			
الله يكتب اللي فيه خيير ويكفينا شر هالقرار  || no			
وأخيرًا .. مبروك عنان السماء مبروك الف مبروك للبنات بس بعض الشباب عايش الدور من الحماس شوي ويشتكي من آلام الدورة  || yes			
بخصوص اللي معارض ولاعاجبه الوضع وينك عنهم يوم يركبن مع سواق مهو محرم لهن وانت طايح ب الاستراحة بشري جيب عشان لاسمح الله لو صار حادث يصير انا ادعسهم مو هم يدعسوني   || yes			
المعارضات انظروا للجانب المشرق يمديك تحكين سياره الدكتوره وتنسمين الكفرات اذا حملتي الماده روضه اليوسف ممنوع تطلع رخصه وفهم يافهيم في المرة القادمة ليت النصر يكون سكن ووظيفة تعبت الأرواح من السداد والقروض والان سداد ساهر يكون له ولها  || yes			
• المرأة المحتشمة ستبقى محتشمة سواء قادت السيارة أو مشت على قدميها • لن يزيد القرار المجتمع إلا نضجا ومسؤولية  || yes	
الغاء قيادة المرأه || no
تكفى يا سلمان الحزم وقائد المسلمين ١- عودة الهيئة  ٢- إلغاء هيئة الترفيه  ٣- إلغاء قيادة المرأة  تكفى فخرنا وسعدنا || no
تكفى ياخادم الحرمين الشرفين ١- ارجاع الهيئة  ٢- الغاء الترفيه  ٣- الغاء قيادة المرأه || no
نريد رجوع هيئة الأمر بالمعروف والنهي عن المنكر و إلغاء قيادة المرأة للسيارة .  كلنا_سلمان_الغاء_قيادة_المرأة || no
تكفى يا سلمان الحزم وقائد المسلمين ١- عودة الهيئة  ٢- إلغاء هيئة الترفيه  ٣- إلغاء قيادة المرأة  تكفى فخرنا وسعدنا || no
تكفى يا سلمان الحزم وقائد المسلمين ١- عودة الهيئة  ٢- إلغاء هيئة الترفيه  ٣- إلغاء قيادة المرأة  تكفى فخرنا وسعدنا || no
نريد ارجاع الهيئه وعدم قيادة المرأة || no
تكفى يا سلمان الحزم وقائد المسلمين ١- عودة الهيئة  ٢- إلغاء هيئة الترفيه  ٣- إلغاء قيادة المرأة  تكفى فخرنا وسعدنا || no
1-عودة صلاحيات هيئة الأمر بالمعروف 2- إلغاء قرار هيئة الترفية 3- إلغاء قرار قيادة المرأة للسيارة  4-ايجاد حلول للبطالة || no
تكفى يا سلمان الحزم وقائد المسلمين ١- عودة الهيئة  ٢- إلغاء هيئة الترفيه  ٣- إلغاء قيادة المرأة  تكفى فخرنا وسعدنا || no
تكفى يا سلمان الحزم وقائد المسلمين ١- عودة الهيئة  ٢- إلغاء هيئة الترفيه  ٣- إلغاء قيادة المرأة || no
١- عودة هيئة الأمر بالمعروف والنهي عن المنكر  ٢- إلغاء هيئة الترفيه  ٣- إلغاء قيادة المرأة ٤ - عدم إسقاط الولاية ٥ - إعادة الرواتب بالهجري || no
١- عودة هيئة الأمر بالمعروف والنهي عن المنكر  ٢- إلغاء هيئة الترفيه  ٣- إلغاء قيادة المرأة ٤ - عدم إسقاط الولاية ٥ - إعادة الرواتب بالهجري || no
اشبها قيادة المرأة مو عاجبتك || yes
#نحن_بنات_سلمان_لانريد_القياده_1 #شعب_الملك_سلمان_ضد_قياده_المراه_ || no
#نحن_بنات_سلمان_لانريد_القياده_1 #شعب_الملك_سلمان_ضد_قياده_المراه_1 || no
أبارك لنساء #المملكة_العربية_السعودية و شعبها خبر قيادة المرأة للسيارة حدث تاريخي عظيم دمت يا وطني شامخاً . . #الملك_ينتصر_لقيادة_المرأة || yes
#قيادة_المرأة_للسيارة نبارك للمرأة السعودية هذا القرار التاريخي ونتمنى ان يتم تمكين المرأة العربية حتى نستطيع معاً النهوض بعالمنا العربي || yes
الف مبروك لنساء المملكه العربية #السعودية بـ #قيادة_المراة_للسيار || yes
فرحة عارمة في المملكة العربية السعودية بقيادة المرأة للسيارة .. الله يديم الأفراح وينصرهم مع التحالف في الحد الجنوبي #قيادة _ المراة _ للسيارة || yes
#قياده _ المراه _ السعوديه _ للسياره لن يضر المجتمع شي بل تصوير قناة العربيه و خلف الحربي للقرار انه انتصار امر غريب ! || yes
#قيادة _ المراة _ للسيارة جميع دول الخليج و جميع الدول العربية و العالم اجمع المراة تقود السيارة يعني ما يصير فساد الا اذا قادة السعوديه || yes
ايفانكا ترمب: انه يوم تاريخي للنساء في المملكة العربية السعودية . . . #الملك__ينتصر_لقياده_ المراه #قياده _ المراه _ السعوديه _ للسياره || yes
#الشعب_يرفض_ قياده _ المراه كل من يرفض #قياده _ المراه _ السعوديه _ للسياره فهو متطرف حسب وصف #قناة_ العربية وهذه آخر ورقة للمتطرفين وقد سقطت !! || yes
نبارك لاخواتنا في المملكة العربية السعودية على قرار خادم الحرمين الشريفين ل #قيادة _ المرأة _ للسيارة || yes
#لسماح_للمراه_بالقياده ترا قيادة المرأة السعودية للسيارة لا يعني نهاية العالم وش فيكم خايفين !؟ الدول العربية كلها منصدمة || yes
#الملك_ينتصر_لقيادة_ المرأة قرار قيادة المرأة للسيارة واقعي ومنطقي لاحتياج بعض الأسر السعودية معظم الدول العربية تقود النساء السيارة || yes
#قيادة _ المراة _للسيارة مليار مبروك لنساء المملكة العربية السعودية || yes
أبارك لنساء #المملكة_العربية_السعودية و شعبها خبر قيادة المرأة للسيارة حدث تاريخي عظيم دمت يا وطني شامخاً . . #الملك_ينتصر_لقيادة_المرأة || yes
#قيادة_المرأة_للسيارة نبارك للمرأة السعودية هذا القرار التاريخي ونتمنى ان يتم تمكين المرأة العربية حتى نستطيع معاً النهوض بعالمنا العربي || yes
#الملك_ينتصر_لقياده_ المراه اخير الستات هتسوق العربيه فى السعوديه #الملك_سلمان يصدر امرا ملكيا باصدار رخص قيادة للسيدات ف السعوديه || yes
بلاد الحرمين هي قبلة المسلمين في كل أمور الدين والدنيا وهي الأخت الكبرى للدول العربيه نراها في عليائهاالقدوة #قياده _ المراه _ السعوديه || yes
ايفانكا ترمب: انه يوم تاريخي للنساء في المملكة العربية السعودية . . . #الملك__ينتصر_لقياده_ المراه #قياده _ المراه _ السعوديه _للسياره  || no
#نطالب_الغاء_ولايه_السفر سوف يلغى اذا قياده المراه سمحو فيه ف الخيييير قادددم في ظل حكم ابونا الملك سلمان وولي العهد الشهم محمد بن سلمان || yes
رضا رب العباد قبل مصلحة البلاد ١-إلغاء هيئة الترفيه ٢- إرجاع دور الهيئة ٣- إلغاء قرار قيادة المرأة... هذا والله الهادي الى سبيل الرشاد || no
قيادة المرأه قرار جميل حفظ الله من أصدره قرار صائب ومثمر ويحسب من القرارات التاريخيه المفيده والمثمره || yes
من أهم وسائل الأمن في البلدان الأمربالمعروف والنهي عن المنكر لذلك نطالب ب ١-عودة الهيئة ٢-الغاء هيئة الترفيه ٣-الغاء قيادة المرأة للسيارة || no
#الشعب_يرفض_قياده_المراه_٨  ي اخوان لو سمحتو شاركو بذا الهاش تاق يوصل سريع للترند باذن الله،جزاكم الله خير  ، #شعب_سلمان_ضد_القياده || no
مطالب الشعب السعودي اعادة هيئة الامر بالمعروف بكل صلاحياتها. الغاء هيىة الترفيه . الغاء قيادة المرأه للسياره .الاسكان البطاله .اصلاح التعليم || no
#الشعب_يرفض_قياده_المراه || no
#الشعب_يويد_قياده_المراه عزيزي الرجل" " اذا انت قبلت زوجتك تسوق وصار لها شيء تراها في ذمتك لو "لاقدر الله" صار لها شيء انت بتتحمل عواقبها || yes
